Product ID*;Product Reference;Attribute (Name:Type:Position)*;Value (Value:Position)*;Supplier reference;Reference;EAN13;UPC;Wholesale price;Impact on price;Ecotax;Quantity;Minimal quantity;Low stock level;Send email when quantity is below this level;Impact on weight;Default (0 = No, 1 = Yes);Combination available date;Image position;Image URLs (x,y,z...);Image alt texts (x,y,z...);ID / Name of shop;Advanced Stock Managment;Depends on stock;Warehouse
340;2622;Rozmiar:select:0;30x40 cm:0;letter-i-plakat-30x40-cm;letter-i-plakat-30x40-cm;;;;-0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2622_2.jpg;Letter I Plakat / Plakaty z napisami w Desenio AB (2622);0;0;0;0
341;2514;Rozmiar:select:0;21x30 cm:0;alphabet-v-plakat-21x30-cm;alphabet-v-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2514_2.jpg;Alphabet V Plakat / Plakaty dla dzieci w Desenio AB (2514);0;0;0;0
341;2514;Rozmiar:select:0;30x40 cm:0;alphabet-v-plakat-30x40-cm;alphabet-v-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2514_2.jpg;Alphabet V Plakat / Plakaty dla dzieci w Desenio AB (2514);0;0;0;0
342;2616;Rozmiar:select:0;30x40 cm:0;letter-c-plakat-30x40-cm;letter-c-plakat-30x40-cm;;;;-0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2616_2.jpg;Letter C Plakat / Plakaty z napisami w Desenio AB (2616);0;0;0;0
342;2616;Rozmiar:select:0;50x70 cm:0;letter-c-plakat-50x70-cm;letter-c-plakat-50x70-cm;;;;32.520325;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2616_2.jpg;Letter C Plakat / Plakaty z napisami w Desenio AB (2616);0;0;0;0
343;2629;Rozmiar:select:0;30x40 cm:0;letter-p-plakat-30x40-cm;letter-p-plakat-30x40-cm;;;;-0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2629_2.jpg;Letter P Plakat / Plakaty z napisami w Desenio AB (2629);0;0;0;0
343;2629;Rozmiar:select:0;50x70 cm:0;letter-p-plakat-50x70-cm;letter-p-plakat-50x70-cm;;;;32.520325;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2629_2.jpg;Letter P Plakat / Plakaty z napisami w Desenio AB (2629);0;0;0;0
344;2510;Rozmiar:select:0;21x30 cm:0;alphabet-r-plakat-21x30-cm;alphabet-r-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2510_2.jpg;Alphabet R Plakat / Plakaty dla dzieci w Desenio AB (2510);0;0;0;0
344;2510;Rozmiar:select:0;30x40 cm:0;alphabet-r-plakat-30x40-cm;alphabet-r-plakat-30x40-cm;;;;16.260163;0;100;1;0;0;0.1;0;;1;/var/www/html/images/2510_2.jpg;Alphabet R Plakat / Plakaty dla dzieci w Desenio AB (2510);0;0;0;0
345;2496;Rozmiar:select:0;21x30 cm:0;alphabet-d-plakat-21x30-cm;alphabet-d-plakat-21x30-cm;;;;0.0;0;100;1;0;0;0.0;1;;1;/var/www/html/images/2496_2.jpg;Alphabet D Plakat / Plakaty dla dzieci w Desenio AB (2496);0;0;0;0
